station_id,in 0:00 ~ 1:00,in 1:00 ~ 2:00,in 2:00 ~ 3:00,in 3:00 ~ 4:00,in 4:00 ~ 5:00,in 5:00 ~ 6:00,in 6:00 ~ 7:00,in 7:00 ~ 8:00,in 8:00 ~ 9:00,in 9:00 ~ 10:00,in 10:00 ~ 11:00,in 11:00 ~ 12:00,in 12:00 ~ 13:00,in 13:00 ~ 14:00,in 14:00 ~ 15:00,in 15:00 ~ 16:00,in 16:00 ~ 17:00,in 17:00 ~ 18:00,in 18:00 ~ 19:00,in 19:00 ~ 20:00,in 20:00 ~ 21:00,in 21:00 ~ 22:00,in 22:00 ~ 23:00,in 23:00 ~ 24:00
254,0.20483871,0.199078341,0.158986175,0.154608295,0.0859447,0.099539171,0.118894009,0.169815668,0.71843318,0.257142857,0.180414747,0.184101382,0.305760369,0.291474654,0.432488479,0.26359447,0.292857143,0.36797235,0.28640553,0.157603687,0.230645161,0.240552995,0.178341014,0.165437788
255,0.238479263,0.367281106,0.285714286,0.200460829,0.139631336,0.160368664,0.166129032,0.235483871,1.152764977,0.571889401,0.418663594,0.370276498,0.319354839,0.391013825,0.496082949,0.426728111,0.56797235,0.592165899,0.709677419,0.502764977,0.390322581,0.405299539,0.445391705,0.292165899
256,0.190552995,0.24124424,0.213364055,0.185483871,0.188248848,0.206912442,0.517050691,0.273041475,0.75921659,0.490322581,0.267741935,0.348617512,0.280645161,0.459677419,0.360829493,0.432488479,0.368663594,0.452534562,0.412442396,0.550691244,0.367511521,0.190552995,0.280645161,0.278571429
257,0.490552995,0.475345622,0.620046083,0.457373272,0.282949309,0.486866359,0.772580645,0.908294931,1.990322581,0.965437788,0.764976959,0.64516129,0.607834101,0.776267281,0.763364055,0.852304147,0.726728111,0.932258065,0.762672811,0.724654378,0.827880184,0.648617512,0.489861751,0.449078341
258,0.246313364,0.221889401,0.184792627,0.121658986,0.106682028,0.138940092,0.20483871,0.601152074,2.034792627,0.438248848,0.388709677,0.373041475,0.3859447,0.346543779,0.418894009,0.718202765,0.396774194,0.462672811,0.584331797,0.609447005,0.555069124,0.594930876,0.338709677,0.342396313
259,0.990322581,0.847695853,0.594239631,0.416820276,0.432718894,0.729723502,0.877880184,3.49516129,6.019815668,1.929032258,1.623732719,1.037096774,0.844470046,1.276958525,1.246774194,1.211520737,1.352995392,1.123271889,1.500460829,1.309907834,1.240322581,0.932488479,1.211751152,1.044700461
260,0.136175115,0.118202765,0.066589862,0.080184332,0.080184332,0.125345622,0.078110599,0.095852535,0.092396313,0.124654378,0.153225806,0.224193548,0.317281106,0.298617512,0.307142857,0.249078341,0.534792627,0.467050691,1.347695853,0.522580645,0.30437788,0.167511521,0.20483871,0.276497696
262,0.709677419,0.605990783,0.402534562,0.3,0.271428571,0.250691244,0.348617512,0.363824885,1.579953917,1.068663594,0.500691244,0.702534562,0.752764977,0.994009217,0.971198157,0.85483871,0.918202765,1.341474654,1.871658986,1.428801843,1.561981567,1.19516129,1.126497696,0.768894009
263,0.609447005,0.562211982,0.352304147,0.3859447,0.57718894,0.296543779,0.765668203,0.426958525,2.29516129,1.386635945,0.765437788,0.766359447,1.1,0.994009217,1.2640553,1.189400922,1.14078341,1.379953917,1.614976959,1.296082949,0.965437788,0.942396313,1.040552995,0.645852535
264,0.310138249,0.297235023,0.310829493,0.211981567,0.173271889,0.210599078,0.231336406,0.510138249,0.988479263,0.378110599,0.772119816,0.7140553,0.669585253,0.580875576,0.666589862,0.613824885,0.743087558,0.975345622,1.110368664,0.887327189,0.605760369,0.479723502,0.393087558,0.400230415
265,0.379493088,0.332258065,0.270046083,0.294930876,0.194700461,0.151152074,0.192626728,0.34078341,0.273041475,0.541474654,0.515668203,0.487096774,0.370276498,0.453225806,0.508525346,0.437327189,0.510599078,0.605760369,0.644470046,0.529953917,0.471889401,0.539170507,0.50921659,0.419585253
266,0.26843318,0.324423963,0.269354839,0.341013825,0.24562212,0.118894009,0.151843318,0.162672811,0.185483871,0.398847926,0.563824885,0.486175115,0.357373272,0.33156682,0.51797235,0.658064516,0.620046083,0.517050691,0.548617512,0.53640553,0.391013825,0.335023041,0.381105991,0.243548387
267,0.361059908,0.377419355,0.326497696,0.325806452,0.163133641,0.166820276,0.424423963,0.660138249,0.794930876,0.598156682,0.284331797,0.318663594,0.471889401,0.428341014,0.45483871,0.514976959,0.60437788,0.47235023,0.901152074,0.608064516,0.748847926,0.605069124,0.476728111,0.360138249
268,0.599308756,0.86797235,0.553456221,0.282258065,0.257142857,0.265668203,0.213364055,0.250691244,0.699078341,0.420276498,0.29078341,0.517741935,0.441013825,0.416820276,0.542165899,0.517050691,0.65875576,0.574423963,0.917281106,0.93156682,0.750460829,0.823502304,0.706221198,0.682718894
270,0.24562212,0.198387097,0.184792627,0.151843318,0.120967742,0.0859447,0.132488479,0.248387097,0.428110599,0.186866359,0.159677419,0.336635945,0.540552995,0.549308756,0.262903226,0.526497696,0.3,0.695391705,0.747004608,0.431797235,0.354608295,0.330184332,0.379723502,0.268663594
