station_id,out 0:00 ~ 1:00,out 1:00 ~ 2:00,out 2:00 ~ 3:00,out 3:00 ~ 4:00,out 4:00 ~ 5:00,out 5:00 ~ 6:00,out 6:00 ~ 7:00,out 7:00 ~ 8:00,out 8:00 ~ 9:00,out 9:00 ~ 10:00,out 10:00 ~ 11:00,out 11:00 ~ 12:00,out 12:00 ~ 13:00,out 13:00 ~ 14:00,out 14:00 ~ 15:00,out 15:00 ~ 16:00,out 16:00 ~ 17:00,out 17:00 ~ 18:00,out 18:00 ~ 19:00,out 19:00 ~ 20:00,out 20:00 ~ 21:00,out 21:00 ~ 22:00,out 22:00 ~ 23:00,out 23:00 ~ 24:00
1974,0.494700461,0.23202765,0.27281106,0.137557604,0.123963134,0.184792627,0.318663594,0.343087558,0.437557604,0.291474654,0.40875576,0.507603687,0.526497696,0.415207373,0.455299539,0.512672811,0.552073733,0.889400922,1.092165899,0.65875576,0.394470046,0.285714286,0.64078341,0.359447005
1975,0.383870968,0.222580645,0.260599078,0.243548387,0.170506912,0.124654378,0.216359447,0.194930876,1.31797235,0.653456221,0.362442396,0.27718894,0.363133641,0.300230415,0.428341014,0.553686636,0.516589862,0.494930876,0.843778802,0.50921659,0.708294931,0.565668203,0.270046083,0.332258065
1976,0.194700461,0.222580645,0.167511521,0.207603687,0.3,0.186175115,0.244700461,0.243548387,0.739170507,0.349539171,0.260599078,0.212672811,0.217511521,0.168202765,0.200460829,0.223271889,0.182488479,0.237788018,0.39516129,0.316359447,0.276497696,0.339400922,0.21843318,0.335714286
1977,0.38156682,0.164746544,0.184792627,0.125345622,0.118894009,0.192626728,0.141013825,0.151843318,0.155529954,0.139631336,0.165437788,0.183179724,0.23202765,0.134562212,0.2140553,0.219124424,0.361059908,0.39516129,0.64516129,0.687327189,0.411751152,0.272119816,0.347235023,0.497465438
1979,0.038709677,0.05437788,0.074423963,0.041474654,0.012903226,0.105299539,0.098847926,0.160368664,0.421658986,0.24124424,0.094470046,0.082258065,0.077419355,0.127419355,0.166129032,0.0859447,0.107373272,0.133179724,0.119585253,0.150230415,0.05875576,0.079493088,0.060829493,0.05437788
1981,0.186866359,0.158294931,0.087327189,0.153225806,0.060138249,0.131105991,0.151843318,0.636866359,0.906912442,0.565668203,0.211981567,0.164746544,0.226267281,0.287096774,0.367281106,0.232718894,0.31797235,0.37235023,0.402304147,0.208986175,0.131105991,0.136866359,0.067281106,0.197695853
1983,0.80921659,0.396082949,0.269815668,0.239170507,0.192626728,0.120276498,0.193317972,0.306451613,0.406221198,0.375345622,0.305069124,0.242857143,0.272119816,0.346543779,0.391705069,0.502534562,0.490322581,0.823271889,0.392396313,0.446082949,0.379493088,0.567741935,0.549308756,0.564976959
1984,0.433410138,0.338709677,0.194700461,0.205529954,0.159677419,0.193317972,0.093778802,0.353686636,0.704608295,0.760368664,0.386635945,0.413133641,0.377419355,0.355990783,0.471198157,0.580875576,0.475576037,0.559907834,1.075806452,0.349539171,0.519124424,0.290092166,0.223271889,0.27764977
1985,0.705529954,0.577880184,0.615207373,0.468202765,0.363824885,0.473271889,0.488248848,1.23156682,1.570276498,1.198617512,0.926036866,1.012442396,1.423502304,1.153456221,1.210138249,1.230184332,1.605069124,1.618894009,2.085483871,1.253686636,1.080875576,1.317511521,1.237557604,0.570737327
1986,0.709677419,0.904608295,0.60875576,0.548617512,0.582949309,0.547235023,0.481336406,0.483410138,0.552073733,0.575806452,0.763364055,0.983410138,1.083640553,1.147926267,1.04124424,1.352764977,1.629262673,2.022580645,6.164285714,2.660599078,1.557603687,1.246082949,1.011981567,0.744930876
1987,0.139631336,0.111059908,0.087327189,0.130184332,0.105990783,0.092396313,0.073732719,0.46843318,1.571889401,0.315207373,0.345852535,0.265668203,0.343087558,0.455299539,0.376036866,0.421658986,0.349539171,0.271428571,0.301382488,0.310829493,0.194930876,0.150460829,0.160368664,0.093087558
1988,0.406682028,0.513364055,0.430184332,0.254147465,0.180414747,0.185483871,0.39078341,0.672580645,1.300230415,0.6,0.332258065,0.213364055,0.299308756,0.411059908,0.425345622,0.411059908,0.419585253,0.651382488,0.897926267,0.514746544,0.542626728,0.385253456,0.330184332,0.617050691
1991,0.298617512,0.26843318,0.32718894,0.222580645,0.181105991,0.138248848,0.239861751,0.461059908,0.368894009,0.217741935,0.207142857,0.356682028,0.462903226,0.630875576,0.717511521,0.289170507,0.231336406,0.338018433,0.334331797,0.261981567,0.34516129,0.276267281,0.31359447,0.181797235
1992,0.033640553,0.086635945,0.087327189,0.093087558,0.084562212,0.033640553,0.032258065,0.007142857,0.04078341,0.032258065,0.04516129,0.073732719,0.079493088,0.065898618,0.085253456,0.060138249,0.079493088,0.070967742,0.24562212,0.039400922,0.032258065,0.047235023,0.091013825,0.052995392
1993,0.079493088,0.039400922,0.032949309,0.01359447,0.052304147,0.026497696,0.099539171,0.080184332,0.019354839,0.041474654,0.052304147,0.122580645,0.064516129,0.099539171,0.107373272,0.071658986,0.106682028,0.070967742,0.126728111,0.052304147,0.084562212,0.073041475,0.206221198,0.052995392
1994,0.087327189,0.139631336,0.099539171,0.117511521,0.105299539,0.098847926,0.118202765,0.398847926,0.767511521,0.272580645,0.207603687,0.09516129,0.20483871,0.194009217,0.078801843,0.27281106,0.22281106,0.244239631,0.188940092,0.178341014,0.148156682,0.141013825,0.195391705,0.123732719
1996,0.151843318,0.107373272,0.100921659,0.097465438,0.067281106,0.113133641,0.0859447,0.250691244,0.655529954,0.357373272,0.282949309,0.229262673,0.138248848,0.213364055,0.298617512,0.320967742,0.605990783,0.298617512,0.500460829,0.410368664,0.194700461,0.212672811,0.231336406,0.153917051
